station;station_name;lat;lon;alt;year;month;oni;enso_phase;tmean;tmax;tmin;prec_mm;raindays;pmax24_mm;conc;nValidT;nValidP
A617;ALEGRE;-20,75055555;-41,48888888;138;2018;03;-0.57;LN;26.04;32.89;21.77;240.2;14;57.4;0.239;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2018;04;-0.39;neutral;23.46;29.8;19.62;187.8;10;50.4;0.268;30;30
A617;ALEGRE;-20,75055555;-41,48888888;138;2018;05;-0.13;neutral;21.58;28.08;17.07;50.8;8;16.4;0.323;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2018;06;0.06;neutral;21.5;28.07;16.98;23.4;4;7.6;0.325;30;30
A617;ALEGRE;-20,75055555;-41,48888888;138;2018;07;0.14;neutral;20.56;28.95;14.67;14.4;2;11.4;0.792;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2018;08;0.27;neutral;21;27.13;16.38;54.4;8;16.8;0.309;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2018;09;0.53;EN_weakmod;23.15;29.99;17.93;26;6;7.8;0.3;30;30
A617;ALEGRE;-20,75055555;-41,48888888;138;2018;10;0.81;EN_weakmod;24.43;30.82;19.94;67;12;25.4;0.379;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2018;11;0.97;EN_weakmod;24.52;30.68;20.12;223.6;12;58.6;0.262;30;30
A617;ALEGRE;-20,75055555;-41,48888888;138;2018;12;0.92;EN_weakmod;25.58;32.56;20.85;220.4;14;36.2;0.164;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2019;01;0.89;EN_weakmod;28.16;36.75;21.28;37.6;2;34.8;0.926;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2019;02;0.86;EN_weakmod;26.98;34.63;22.1;193.6;10;57;0.294;28;28
A617;ALEGRE;-20,75055555;-41,48888888;138;2019;03;0.84;EN_weakmod;26.18;33.35;21.71;186.2;12;58.6;0.315;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2019;04;0.77;EN_weakmod;25.34;32.01;21.01;85.2;7;34.8;0.408;30;30
A617;ALEGRE;-20,75055555;-41,48888888;138;2019;05;0.64;EN_weakmod;23.67;30.26;19.3;37;7;18.6;0.503;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2019;06;0.52;EN_weakmod;21.88;29.25;16.45;14.8;3;10.4;0.703;30;30
A617;ALEGRE;-20,75055555;-41,48888888;138;2019;07;0.33;neutral;20.34;28.76;13.66;2;1;1.2;0.6;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2019;08;0.19;neutral;20.83;27.96;15.57;25.8;5;12.6;0.488;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2019;09;0.23;neutral;23.9;30.78;18.58;33.2;7;13.2;0.398;30;30
A617;ALEGRE;-20,75055555;-41,48888888;138;2019;10;0.39;neutral;25.31;33.25;19.2;26.4;6;8.4;0.318;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2019;11;0.58;EN_weakmod;24.76;30.94;20.58;274.2;19;38.8;0.142;30;30
A617;ALEGRE;-20,75055555;-41,48888888;138;2019;12;0.66;EN_weakmod;25.78;31.93;21.12;153.2;10;34;0.222;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2020;01;0.64;EN_weakmod;NaN;NaN;NaN;NaN;NaN;NaN;;31;30
A617;ALEGRE;-20,75055555;-41,48888888;138;2020;02;0.63;EN_weakmod;NaN;NaN;NaN;NaN;NaN;NaN;;11;9
A617;ALEGRE;-20,75055555;-41,48888888;138;2020;03;0.53;EN_weakmod;NaN;NaN;NaN;NaN;NaN;NaN;;0;0
A617;ALEGRE;-20,75055555;-41,48888888;138;2020;04;0.3;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;0;0
A617;ALEGRE;-20,75055555;-41,48888888;138;2020;05;0.01;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;0;0
A617;ALEGRE;-20,75055555;-41,48888888;138;2020;06;-0.23;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;0;0
A617;ALEGRE;-20,75055555;-41,48888888;138;2020;07;-0.36;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;0;0
A617;ALEGRE;-20,75055555;-41,48888888;138;2020;08;-0.53;LN;NaN;NaN;NaN;NaN;NaN;NaN;;0;0
A617;ALEGRE;-20,75055555;-41,48888888;138;2020;09;-0.85;LN;NaN;NaN;NaN;NaN;NaN;NaN;;29;0
A617;ALEGRE;-20,75055555;-41,48888888;138;2020;10;-1.12;LN;NaN;NaN;NaN;NaN;NaN;NaN;;31;0
A617;ALEGRE;-20,75055555;-41,48888888;138;2020;11;-1.2;LN;NaN;NaN;NaN;NaN;NaN;NaN;;30;0
A617;ALEGRE;-20,75055555;-41,48888888;138;2020;12;-1.08;LN;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2021;01;-0.91;LN;26.51;34.33;20.72;67.8;4;37.4;0.552;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2021;02;-0.79;LN;25.46;32.51;21.02;358.2;16;92;0.257;28;28
A617;ALEGRE;-20,75055555;-41,48888888;138;2021;03;-0.71;LN;25.57;33.38;20.27;151.8;7;45;0.296;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2021;04;-0.55;LN;23.16;30.2;18.3;65.4;9;18.2;0.278;30;30
A617;ALEGRE;-20,75055555;-41,48888888;138;2021;05;-0.39;neutral;22.22;29.51;17.55;28;5;11;0.393;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2021;06;-0.3;neutral;20.73;27.65;16.04;42.8;3;28.6;0.668;30;30
A617;ALEGRE;-20,75055555;-41,48888888;138;2021;07;-0.35;neutral;19.65;27.55;13.57;4.6;2;2;0.435;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2021;08;-0.45;neutral;21.23;29;15.43;40;7;16;0.4;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2021;09;-0.63;LN;24.1;31.82;18.52;13.4;3;8;0.597;30;30
A617;ALEGRE;-20,75055555;-41,48888888;138;2021;10;-0.76;LN;23.08;28.25;19.84;210.8;16;47.4;0.225;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2021;11;-0.91;LN;23.18;29.14;18.83;244.6;16;48.6;0.199;30;30
A617;ALEGRE;-20,75055555;-41,48888888;138;2021;12;-0.87;LN;24.51;30.64;20.49;286.4;15;66.2;0.231;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2022;01;-0.82;LN;26.17;33.31;21.25;171.8;8;59.6;0.347;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2022;02;-0.79;LN;25.36;31.91;21.44;392.8;17;87.6;0.223;28;28
A617;ALEGRE;-20,75055555;-41,48888888;138;2022;03;-0.86;LN;26.27;34.63;20.4;12.2;4;4;0.328;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2022;04;-0.95;LN;24.67;31.85;19.54;58.6;6;20;0.341;30;30
A617;ALEGRE;-20,75055555;-41,48888888;138;2022;05;-0.9;LN;21.93;29.08;16.61;11.6;3;4.6;0.397;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2022;06;-0.78;LN;20.08;27.9;14.67;12.8;4;6.4;0.5;30;30
A617;ALEGRE;-20,75055555;-41,48888888;138;2022;07;-0.76;LN;21.37;29.63;15.14;0.6;0;0.4;0.667;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2022;08;-0.87;LN;21.45;28.8;15.64;12.4;3;6.2;0.5;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2022;09;-0.97;LN;21.95;29.24;16.74;41;5;17.2;0.42;30;30
A617;ALEGRE;-20,75055555;-41,48888888;138;2022;10;-0.94;LN;25.23;32.01;20.18;112.2;6;36.2;0.323;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2022;11;-0.85;LN;23.21;29.1;18.93;221;15;45.4;0.205;30;30
A617;ALEGRE;-20,75055555;-41,48888888;138;2022;12;-0.71;LN;24.43;30.46;20.84;334.2;20;38.8;0.116;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2023;01;-0.54;LN;25.6;32.31;21.47;290.4;14;87;0.3;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2023;02;-0.29;neutral;26.91;34.81;21.63;83.2;6;31.4;0.377;28;28
A617;ALEGRE;-20,75055555;-41,48888888;138;2023;03;-0.02;neutral;26.55;34.53;21.09;39.2;5;22;0.561;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2023;04;0.27;neutral;24.41;30.62;20.28;108.2;8;51.6;0.477;30;30
A617;ALEGRE;-20,75055555;-41,48888888;138;2023;05;0.57;EN_weakmod;21.59;28.13;17.17;26.4;5;16;0.606;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2023;06;0.84;EN_weakmod;20.49;28.96;14.7;2.4;1;1.8;0.75;30;30
A617;ALEGRE;-20,75055555;-41,48888888;138;2023;07;1.12;EN_weakmod;20.92;28.01;15.56;40.4;5;18.8;0.465;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2023;08;1.37;EN_weakmod;22.54;29.3;17.22;55.8;8;18.4;0.33;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2023;09;1.6;EN_strong;24.26;31.68;18.32;43.4;7;28.6;0.659;30;30
A617;ALEGRE;-20,75055555;-41,48888888;138;2023;10;1.83;EN_strong;25.91;32.5;21.53;90.8;15;14.8;0.163;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2023;11;1.99;EN_strong;27;34.74;21.48;185.8;9;104.6;0.563;30;30
A617;ALEGRE;-20,75055555;-41,48888888;138;2023;12;2.06;EN_strong;26.62;34.06;21.83;206.2;16;38;0.184;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2024;01;1.92;EN_strong;26.65;32.73;22.66;243.6;12;81.4;0.334;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2024;02;1.62;EN_strong;26.58;33.53;22.06;195.2;14;42.6;0.218;29;29
A617;ALEGRE;-20,75055555;-41,48888888;138;2024;03;1.26;EN_weakmod;26.81;33.35;22.81;309;14;106.6;0.345;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2024;04;0.82;EN_weakmod;25.06;31.65;20.55;47.8;4;36;0.753;30;30
A617;ALEGRE;-20,75055555;-41,48888888;138;2024;05;0.49;neutral;24.4;32;19.62;10;3;4.4;0.44;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2024;06;0.22;neutral;22.18;30.52;16.4;4.4;1;3.8;0.864;30;30
A617;ALEGRE;-20,75055555;-41,48888888;138;2024;07;0.08;neutral;22.17;30.34;16.2;2.6;1;2.2;0.846;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2024;08;-0.07;neutral;22.12;30.64;15.74;21;4;7.8;0.371;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2024;09;-0.17;neutral;25.23;33.31;18.66;1;0;0.6;0.6;30;30
A617;ALEGRE;-20,75055555;-41,48888888;138;2024;10;-0.21;neutral;24.99;31.46;20.42;141.8;10;38.6;0.272;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2024;11;-0.3;neutral;24.98;31.23;20.36;135.8;13;25.6;0.189;30;30
A617;ALEGRE;-20,75055555;-41,48888888;138;2024;12;-0.42;neutral;26.2;32.75;21.97;167.4;14;48;0.287;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2025;01;-0.45;neutral;26.45;33.19;21.94;222.8;16;72;0.323;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2025;02;-0.24;neutral;27.96;36.86;21.41;3.8;1;2.8;0.737;28;28
A617;ALEGRE;-20,75055555;-41,48888888;138;2025;03;-0.06;neutral;26.34;33.47;21.82;214.4;12;62.4;0.291;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2025;04;0.02;neutral;24.25;30.1;20.57;136.2;9;47.2;0.347;30;30
A617;ALEGRE;-20,75055555;-41,48888888;138;2025;05;-0.02;neutral;21.96;27.99;18.08;41.2;9;9.6;0.233;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2025;06;-0.04;neutral;20.6;27.98;15.58;23.8;3;17;0.714;30;30
A617;ALEGRE;-20,75055555;-41,48888888;138;2025;07;-0.14;neutral;19.85;26.74;14.76;8;3;4.2;0.525;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2025;08;-0.28;neutral;21.29;28.93;15.51;40.2;3;32.2;0.801;31;31
A617;ALEGRE;-20,75055555;-41,48888888;138;2025;09;-0.4;neutral;22.42;29.17;17.36;40.6;4;25.6;0.631;30;30
A617;ALEGRE;-20,75055555;-41,48888888;138;2025;10;-0.51;LN;23.48;30.14;18.34;66.4;8;30.2;0.455;26;26
A617;ALEGRE;-20,75055555;-41,48888888;138;2025;11;-0.55;LN;24.25;31.11;19.21;136;14;37;0.272;30;30
A617;ALEGRE;-20,75055555;-41,48888888;138;2025;12;-0.54;LN;26.69;34.09;21.28;156.2;12;47.8;0.306;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2008;06;-0.61;LN;NaN;NaN;NaN;NaN;NaN;NaN;;6;5
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2008;07;-0.37;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2008;08;-0.23;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2008;09;-0.24;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2008;10;-0.35;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2008;11;-0.55;LN;NaN;NaN;NaN;NaN;NaN;NaN;;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2008;12;-0.73;LN;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2009;01;-0.85;LN;25.54;30.71;22.4;228.4;17;59;0.258;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2009;02;-0.79;LN;26.58;32.46;22.78;93.2;8;75.4;0.809;28;28
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2009;03;-0.61;LN;26.05;32.02;22.7;280.4;18;43.8;0.156;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2009;04;-0.33;neutral;23.88;28.68;20.96;211.2;10;57.8;0.274;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2009;05;0.01;neutral;22.49;27.97;18.97;70.4;6;45.6;0.648;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2009;06;0.28;neutral;20.59;26.13;17.05;31.8;5;13.4;0.421;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2009;07;0.45;neutral;21.48;27.31;17.88;29;3;16.4;0.566;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2009;08;0.58;EN_weakmod;21.62;27.25;17.84;57.2;9;21;0.367;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2009;09;0.71;EN_weakmod;23.46;29.37;19.9;60.6;11;21.2;0.35;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2009;10;1.01;EN_weakmod;23.65;28.52;20.64;271.2;12;102.2;0.377;31;29
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2009;11;1.36;EN_weakmod;26.25;32.71;22.2;96.6;14;28.6;0.296;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2009;12;1.56;EN_strong;26.3;32;22.51;188.8;13;100.4;0.532;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2010;01;1.5;EN_strong;27.79;34.14;23.55;71.6;16;12.8;0.179;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2010;02;1.22;EN_weakmod;27.76;34.06;23.73;185.6;17;112.8;0.608;28;28
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2010;03;0.84;EN_weakmod;26.33;31.95;23.12;168;14;44;0.262;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2010;04;0.35;neutral;24.23;29.69;21.01;60.2;10;22.4;0.372;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2010;05;-0.17;neutral;22.7;28.29;19.29;46.6;9;12.2;0.262;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2010;06;-0.66;LN;20.28;26.29;16.36;35.4;6;9.6;0.271;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2010;07;-1.05;LN;21.24;26.1;18.1;104.8;10;42.6;0.406;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2010;08;-1.35;LN;20.59;26.7;16.38;100.4;9;43.6;0.434;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2010;09;-1.56;LN;22.25;28.1;18.57;264.2;19;64.8;0.245;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2010;10;-1.64;LN;22.77;27.71;19.67;109;10;37.4;0.343;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2010;11;-1.64;LN;23.49;28.25;20.77;173.6;16;39.2;0.226;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2010;12;-1.54;LN;25.82;31.31;22.46;338.6;20;111.8;0.33;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2011;01;-1.31;LN;26.36;32;22.55;315.8;21;44;0.139;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2011;02;-1.04;LN;26.91;33.01;23.05;394.8;23;49.2;0.125;28;28
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2011;03;-0.8;LN;24.69;29.3;22.22;333.8;20;29;0.087;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2011;04;-0.62;LN;24.26;28.98;21.35;211.8;12;51.2;0.242;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2011;05;-0.46;neutral;21.58;26.97;18.26;79.8;14;13.4;0.168;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2011;06;-0.37;neutral;20.61;25.8;17.16;92.2;12;20.8;0.226;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2011;07;-0.43;neutral;20.48;26.28;16.3;39.6;6;10.8;0.273;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2011;08;-0.58;LN;21.78;27.8;17.74;29.4;6;14.2;0.483;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2011;09;-0.79;LN;20.88;26.66;16.97;20.8;5;11.2;0.538;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2011;10;-0.96;LN;22.57;27.63;19.97;110.6;12;33;0.298;27;27
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2011;11;-1.02;LN;NaN;NaN;NaN;NaN;NaN;NaN;;2;0
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2011;12;-0.92;LN;24.52;29.33;21.84;67.4;12;21;0.312;25;25
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2012;01;-0.72;LN;24.71;29.72;21.41;117.4;16;34.4;0.293;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2012;02;-0.57;LN;25.91;32.07;21.87;71;17;10.4;0.146;29;29
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2012;03;-0.46;neutral;25.2;31.06;21.67;101.8;9;33.2;0.326;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2012;04;-0.36;neutral;24.64;30.02;21.14;37;5;14.2;0.384;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2012;05;-0.17;neutral;21.57;26.59;18.44;88.6;9;39.8;0.449;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2012;06;0.06;neutral;22.26;27.44;19.06;140.8;7;63.8;0.453;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2012;07;0.3;neutral;21.35;27.39;17.12;NaN;NaN;NaN;;31;12
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2012;08;0.41;neutral;20.83;25.76;17.68;95.2;15;18.2;0.191;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2012;09;0.41;neutral;21.88;27.63;17.99;35.2;9;13.2;0.375;30;24
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2012;10;0.31;neutral;24.03;30.1;20.22;NaN;NaN;NaN;;31;17
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2012;11;0.13;neutral;23.46;27.45;20.97;237.6;17;69;0.29;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2012;12;-0.1;neutral;26.73;32.67;23.03;46.8;2;42.6;0.91;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2013;01;-0.29;neutral;25.74;31.24;22.38;203.2;12;95.2;0.469;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2013;02;-0.29;neutral;26.3;31.96;22.65;6.2;1;4.2;0.677;28;28
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2013;03;-0.21;neutral;25.25;30.02;22.28;178.4;12;71.6;0.401;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2013;04;-0.19;neutral;23.35;28.31;20.29;21.8;5;12.2;0.56;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2013;05;-0.27;neutral;22.17;27.68;18.63;39.4;5;18.6;0.472;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2013;06;-0.34;neutral;22.1;27.6;18.65;68.2;4;41.4;0.607;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2013;07;-0.35;neutral;20.9;26.04;17.48;48.2;4;33.4;0.693;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2013;08;-0.28;neutral;21.27;27.31;17.19;70.6;5;36.4;0.516;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2013;09;-0.21;neutral;22.06;27.43;18.59;10.8;3;5.6;0.519;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2013;10;-0.13;neutral;22.89;28.12;19.58;38.4;7;12.2;0.318;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2013;11;-0.1;neutral;23.77;28.4;20.54;117.2;9;63.8;0.544;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2013;12;-0.15;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;15;15
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2014;01;-0.28;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;0;0
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2014;02;-0.32;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;6;0
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2014;03;-0.14;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2014;04;0.15;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2014;05;0.31;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2014;06;0.23;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2014;07;0.1;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2014;08;0.11;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2014;09;0.28;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2014;10;0.54;EN_weakmod;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2014;11;0.71;EN_weakmod;NaN;NaN;NaN;NaN;NaN;NaN;;17;14
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2014;12;0.77;EN_weakmod;NaN;NaN;NaN;NaN;NaN;NaN;;4;0
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2015;01;0.69;EN_weakmod;NaN;NaN;NaN;NaN;NaN;NaN;;3;0
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2015;02;0.61;EN_weakmod;NaN;NaN;NaN;NaN;NaN;NaN;;0;0
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2015;03;0.65;EN_weakmod;NaN;NaN;NaN;NaN;NaN;NaN;;0;0
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2015;04;0.81;EN_weakmod;NaN;NaN;NaN;NaN;NaN;NaN;;5;4
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2015;05;1.02;EN_weakmod;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2015;06;1.25;EN_weakmod;NaN;NaN;NaN;NaN;NaN;NaN;;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2015;07;1.57;EN_strong;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2015;08;1.91;EN_strong;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2015;09;2.21;EN_strong;NaN;NaN;NaN;NaN;NaN;NaN;;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2015;10;2.47;EN_strong;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2015;11;2.64;EN_strong;NaN;NaN;NaN;NaN;NaN;NaN;;30;30
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2015;12;2.75;EN_strong;NaN;NaN;NaN;NaN;NaN;NaN;;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2016;01;2.63;EN_strong;25.95;31.48;22.73;131.4;12;33.8;0.257;31;31
A622;PRESIDENTE KENNEDY;-21,10083333;-41,03944444;69,12;2016;02;2.28;EN_strong;27.75;35.35;23.25;8;1;7.4;0.925;29;29
