station;station_name;lat;lon;alt;year;month;oni;enso_phase;tmean;tmax;tmin;prec_mm;raindays;pmax24_mm;conc;nValidT;nValidP
A524;FORMIGA;-20,455;-45,45388888;878,14;2015;12;2.75;EN_strong;23.39;29.27;19.1;250;19;63.2;0.253;31;31
A524;FORMIGA;-20,455;-45,45388888;878,14;2016;01;2.63;EN_strong;22.85;27.69;19.54;320.4;21;69.8;0.218;31;31
A524;FORMIGA;-20,455;-45,45388888;878,14;2016;02;2.28;EN_strong;NaN;NaN;NaN;NaN;NaN;NaN;;11;11
A524;FORMIGA;-20,455;-45,45388888;878,14;2016;03;1.71;EN_strong;NaN;NaN;NaN;NaN;NaN;NaN;;10;10
A524;FORMIGA;-20,455;-45,45388888;878,14;2016;04;1.05;EN_weakmod;22.82;29.13;16.72;26.4;2;19.4;0.735;30;30
A524;FORMIGA;-20,455;-45,45388888;878,14;2016;05;0.49;neutral;19.69;26.15;14.1;7.4;1;7;0.946;31;31
A524;FORMIGA;-20,455;-45,45388888;878,14;2016;06;0;neutral;17.42;23.97;11.8;97.8;7;37.4;0.382;30;30
A524;FORMIGA;-20,455;-45,45388888;878,14;2016;07;-0.31;neutral;18.58;26.35;11.07;0.2;0;0.2;1;31;31
A524;FORMIGA;-20,455;-45,45388888;878,14;2016;08;-0.5;LN;20.18;27.77;12.74;14.6;2;8;0.548;31;31
A524;FORMIGA;-20,455;-45,45388888;878,14;2016;09;-0.58;LN;22.95;30.63;15.66;6.4;2;2.8;0.437;30;30
A524;FORMIGA;-20,455;-45,45388888;878,14;2016;10;-0.64;LN;22.82;29.25;17.64;113.6;11;22.4;0.197;31;31
A524;FORMIGA;-20,455;-45,45388888;878,14;2016;11;-0.6;LN;22.04;27.43;18.26;248.4;15;65;0.262;30;30
A524;FORMIGA;-20,455;-45,45388888;878,14;2016;12;-0.45;neutral;23.22;28.97;18.52;123.6;10;36;0.291;31;31
A524;FORMIGA;-20,455;-45,45388888;878,14;2017;01;-0.19;neutral;23.95;30.12;19.3;131.6;12;22.6;0.172;31;31
A524;FORMIGA;-20,455;-45,45388888;878,14;2017;02;-0.02;neutral;23.45;29.13;18.8;179;8;91.6;0.512;28;28
A524;FORMIGA;-20,455;-45,45388888;878,14;2017;03;0.18;neutral;23.15;29.53;17.8;58.8;5;32.8;0.558;31;31
A524;FORMIGA;-20,455;-45,45388888;878,14;2017;04;0.31;neutral;22.06;28.23;17.12;90.8;5;68;0.749;30;30
A524;FORMIGA;-20,455;-45,45388888;878,14;2017;05;0.4;neutral;NaN;NaN;NaN;NaN;NaN;NaN;;13;12
A524;FORMIGA;-20,455;-45,45388888;878,14;2017;06;0.39;neutral;18.1;24.97;12.14;14.6;2;12;0.822;24;24
A524;FORMIGA;-20,455;-45,45388888;878,14;2017;07;0.19;neutral;16.76;23.47;10.49;0;0;0;;31;31
A524;FORMIGA;-20,455;-45,45388888;878,14;2017;08;-0.07;neutral;20;27.85;12.15;0;0;0;;31;31
A524;FORMIGA;-20,455;-45,45388888;878,14;2017;09;-0.34;neutral;21.99;29.4;14.39;31.2;2;30.2;0.968;30;30
A524;FORMIGA;-20,455;-45,45388888;878,14;2017;10;-0.6;LN;23.6;30.07;17.49;75.8;7;19.4;0.256;31;31
A524;FORMIGA;-20,455;-45,45388888;878,14;2017;11;-0.77;LN;22.3;27.55;18.32;142.6;12;35.4;0.248;30;30
A524;FORMIGA;-20,455;-45,45388888;878,14;2017;12;-0.86;LN;22.97;28.69;18.94;300.2;18;98.2;0.327;31;31
A524;FORMIGA;-20,455;-45,45388888;878,14;2018;01;-0.77;LN;23.04;29.14;18.77;271.2;17;42.4;0.156;31;31
A524;FORMIGA;-20,455;-45,45388888;878,14;2018;02;-0.71;LN;22.76;28.15;18.81;116.2;14;34.6;0.298;28;28
A524;FORMIGA;-20,455;-45,45388888;878,14;2018;03;-0.57;LN;23.81;29.73;19.28;93.8;12;23.6;0.252;31;31
A524;FORMIGA;-20,455;-45,45388888;878,14;2018;04;-0.39;neutral;21.31;27.51;16.15;31.4;3;12.6;0.401;30;30
A524;FORMIGA;-20,455;-45,45388888;878,14;2018;05;-0.13;neutral;18.96;26.25;12.61;19.8;3;14.2;0.717;31;31
A524;FORMIGA;-20,455;-45,45388888;878,14;2018;06;0.06;neutral;19.17;26.01;13.3;13.6;1;12;0.882;30;30
A524;FORMIGA;-20,455;-45,45388888;878,14;2018;07;0.14;neutral;18.6;26.25;11.32;0.6;0;0.6;1;31;31
A524;FORMIGA;-20,455;-45,45388888;878,14;2018;08;0.27;neutral;19.13;26.14;12.84;53.4;6;19.6;0.367;31;31
A524;FORMIGA;-20,455;-45,45388888;878,14;2018;09;0.53;EN_weakmod;21.72;28.73;15.34;75;9;17.4;0.232;30;30
A524;FORMIGA;-20,455;-45,45388888;878,14;2018;10;0.81;EN_weakmod;22.91;28.82;18.55;238.6;13;71;0.298;31;31
A524;FORMIGA;-20,455;-45,45388888;878,14;2018;11;0.97;EN_weakmod;21.79;26.55;18.14;383.2;18;83.4;0.218;30;30
A524;FORMIGA;-20,455;-45,45388888;878,14;2018;12;0.92;EN_weakmod;23.11;29.18;18.55;230;15;53.4;0.232;31;31
A524;FORMIGA;-20,455;-45,45388888;878,14;2019;01;0.89;EN_weakmod;24.54;31;19.17;50.8;5;18.6;0.366;31;31
A524;FORMIGA;-20,455;-45,45388888;878,14;2019;02;0.86;EN_weakmod;23.4;29.54;19.05;272.8;15;54;0.198;28;28
A524;FORMIGA;-20,455;-45,45388888;878,14;2019;03;0.84;EN_weakmod;22.64;28.99;18.48;274;17;56.6;0.207;31;31
A524;FORMIGA;-20,455;-45,45388888;878,14;2019;04;0.77;EN_weakmod;22.47;28.71;17.76;83.8;7;24.8;0.296;30;30
A524;FORMIGA;-20,455;-45,45388888;878,14;2019;05;0.64;EN_weakmod;20.51;26.87;15.25;46.2;5;16;0.346;31;31
A524;FORMIGA;-20,455;-45,45388888;878,14;2019;06;0.52;EN_weakmod;18.48;25.55;12.18;21.4;2;15.4;0.72;30;30
A524;FORMIGA;-20,455;-45,45388888;878,14;2019;07;0.33;neutral;19.02;25.26;11.09;NaN;NaN;NaN;;30;17
A524;FORMIGA;-20,455;-45,45388888;878,14;2019;08;0.19;neutral;20.21;27.01;12.77;1;0;0.4;0.4;31;26
A524;FORMIGA;-20,455;-45,45388888;878,14;2019;09;0.23;neutral;23.67;30.97;16.88;53;3;34.6;0.653;30;30
A524;FORMIGA;-20,455;-45,45388888;878,14;2019;10;0.39;neutral;23.81;30.7;17.53;39.2;5;15.2;0.388;31;31
A524;FORMIGA;-20,455;-45,45388888;878,14;2019;11;0.58;EN_weakmod;23.1;29.02;18.89;171.2;13;62.2;0.363;30;30
